,Name,Price,Date,Bids,Condition,Type,Location
0,Charizard 4/102 base set,£180.00,Sold 10 Jul 2024,21 bids,Pre-owned,Auction,United Kingdom
1,Charizard 4/102 base set,£70.00,Sold 9 Jul 2024,1 bid,Pre-owned,Auction,United Kingdom
2,Charizard 4/102 base set,£131.00,Sold 9 Jul 2024,15 bids,New (other),Auction,United Kingdom
3,Charizard 4/102 base set,£78.50,Sold 8 Jul 2024,19 bids,Pre-owned,Auction,United Kingdom
4,Charizard 4/102 base set,£132.00,Sold 8 Jul 2024,12 bids,New (other),Auction,United Kingdom
5,Charizard 4/102 base set,£41.50,Sold 8 Jul 2024,10 bids,New (other),Auction,United Kingdom
6,Charizard 4/102 base set,£177.91,Sold 8 Jul 2024,32 bids,Pre-owned,Auction,United Kingdom
7,Charizard 4/102 base set,£40.50,Sold 8 Jul 2024,6 bids,Pre-owned,Auction,United Kingdom
8,Charizard 4/102 base set,£76.00,Sold 7 Jul 2024,11 bids,Pre-owned,Auction,United Kingdom
9,Charizard 4/102 base set,£190.00,Sold 7 Jul 2024,4 bids,Pre-owned,Auction,United Kingdom
10,Charizard 4/102 base set,£107.00,Sold 7 Jul 2024,2 bids,Pre-owned,Auction,United Kingdom
11,Charizard 4/102 base set,£250.00,Sold 7 Jul 2024,1 bid,New (other),Auction,United Kingdom
12,Charizard 4/102 base set,£102.00,Sold 7 Jul 2024,6 bids,New (other),Auction,United Kingdom
13,Charizard 4/102 base set,£154.00,Sold 7 Jul 2024,12 bids,Pre-owned,Auction,United Kingdom
14,Charizard 4/102 base set,£110.00,Sold 6 Jul 2024,25 bids,New (other),Auction,United Kingdom
15,Charizard 4/102 base set,£510.00,Sold 6 Jul 2024,34 bids,New (other),Auction,United Kingdom
16,Charizard 4/102 base set,£110.00,Sold 6 Jul 2024,4 bids,Pre-owned,Auction,United Kingdom
17,Charizard 4/102 base set,£81.00,Sold 5 Jul 2024,19 bids,New (other),Auction,United Kingdom
18,Charizard 4/102 base set,£52.12,Sold 4 Jul 2024,14 bids,Pre-owned,Auction,United Kingdom
19,Charizard 4/102 base set,£207.00,Sold 4 Jul 2024,34 bids,Pre-owned,Auction,United Kingdom
20,Charizard 4/102 base set,£190.00,Sold 4 Jul 2024,24 bids,Pre-owned,Auction,United Kingdom
21,Charizard 4/102 base set,£549.00,Sold 2 Jul 2024,1 bid,New (other),Auction,United Kingdom
22,Charizard 4/102 base set,£250.00,Sold 1 Jul 2024,1 bid,New (other),Auction,United Kingdom
23,Charizard 4/102 base set,£199.00,Sold 30 Jun 2024,1 bid,New (other),Auction,United Kingdom
24,Charizard 4/102 base set,£172.00,Sold 30 Jun 2024,15 bids,Pre-owned,Auction,United Kingdom
25,Charizard 4/102 base set,£68.67,Sold 28 Jun 2024,12 bids,Pre-owned,Auction,United Kingdom
26,Charizard 4/102 base set,£41.00,Sold 28 Jun 2024,6 bids,Pre-owned,Auction,United Kingdom
27,Charizard 4/102 base set,£900.00,Sold 27 Jun 2024,1 bid,Pre-owned,Auction,United Kingdom
28,Charizard 4/102 base set,£150.00,Sold 27 Jun 2024,4 bids,Pre-owned,Auction,United Kingdom
29,Charizard 4/102 base set,£211.00,Sold 26 Jun 2024,40 bids,Pre-owned,Auction,United Kingdom
30,Charizard 4/102 base set,£61.00,Sold 26 Jun 2024,2 bids,Pre-owned,Auction,United Kingdom
31,Charizard 4/102 base set,£150.51,Sold 25 Jun 2024,26 bids,Pre-owned,Auction,United Kingdom
32,Charizard 4/102 base set,£155.00,Sold 25 Jun 2024,36 bids,Pre-owned,Auction,United Kingdom
33,Charizard 4/102 base set,£76.00,Sold 24 Jun 2024,10 bids,Pre-owned,Auction,United Kingdom
34,Charizard 4/102 base set,£130.00,Sold 24 Jun 2024,1 bid,Pre-owned,Auction,United Kingdom
35,Charizard 4/102 base set,£185.00,Sold 23 Jun 2024,26 bids,Pre-owned,Auction,United Kingdom
36,Charizard 4/102 base set,£71.00,Sold 23 Jun 2024,20 bids,New (other),Auction,United Kingdom
37,Charizard 4/102 base set,£121.00,Sold 23 Jun 2024,24 bids,New (other),Auction,United Kingdom
38,Charizard 4/102 base set,£150.00,Sold 23 Jun 2024,1 bid,Pre-owned,Auction,United Kingdom
39,Charizard 4/102 base set,£62.00,Sold 23 Jun 2024,7 bids,Pre-owned,Auction,United Kingdom
40,Charizard 4/102 base set,£285.00,Sold 23 Jun 2024,31 bids,Pre-owned,Auction,United Kingdom
41,Charizard 4/102 base set,£250.00,Sold 23 Jun 2024,1 bid,New (other),Auction,United Kingdom
42,Charizard 4/102 base set,£350.00,Sold 23 Jun 2024,38 bids,New (other),Auction,United Kingdom
43,Charizard 4/102 base set,£405.00,Sold 22 Jun 2024,47 bids,Pre-owned,Auction,United Kingdom
44,Charizard 4/102 base set,£29.00,Sold 22 Jun 2024,16 bids,Pre-owned,Auction,United Kingdom
45,Charizard 4/102 base set,£190.00,Sold 22 Jun 2024,23 bids,Pre-owned,Auction,United Kingdom
46,Charizard 4/102 base set,£117.00,Sold 22 Jun 2024,22 bids,Pre-owned,Auction,United Kingdom
47,Charizard 4/102 base set,£216.00,Sold 22 Jun 2024,19 bids,New (other),Auction,United Kingdom
48,Charizard 4/102 base set,£103.00,Sold 21 Jun 2024,14 bids,Pre-owned,Auction,United Kingdom
49,Charizard 4/102 base set,£62.00,Sold 21 Jun 2024,8 bids,Pre-owned,Auction,United Kingdom
50,Charizard 4/102 base set,£82.00,Sold 21 Jun 2024,7 bids,Pre-owned,Auction,United Kingdom
51,Charizard 4/102 base set,£134.00,Sold 21 Jun 2024,13 bids,New (other),Auction,United Kingdom
52,Charizard 4/102 base set,£55.00,Sold 21 Jun 2024,9 bids,Pre-owned,Auction,United Kingdom
53,Charizard 4/102 base set,£225.00,Sold 21 Jun 2024,1 bid,New (other),Auction,United Kingdom
54,Charizard 4/102 base set,£154.00,Sold 21 Jun 2024,14 bids,New (other),Auction,United Kingdom
55,Charizard 4/102 base set,£215.00,Sold 20 Jun 2024,19 bids,New (other),Auction,United Kingdom
56,Charizard 4/102 base set,£80.00,Sold 20 Jun 2024,1 bid,Pre-owned,Auction,United Kingdom
57,Charizard 4/102 base set,£190.00,Sold 18 Jun 2024,26 bids,Pre-owned,Auction,United Kingdom
58,Charizard 4/102 base set,£167.00,Sold 18 Jun 2024,9 bids,Pre-owned,Auction,United Kingdom
59,Charizard 4/102 base set,£54.00,Sold 17 Jun 2024,14 bids,Pre-owned,Auction,United Kingdom
60,Charizard 4/102 base set,£50.99,Sold 17 Jun 2024,2 bids,Pre-owned,Auction,United Kingdom
61,Charizard 4/102 base set,£304.00,Sold 17 Jun 2024,3 bids,New (other),Auction,United Kingdom
62,Charizard 4/102 base set,£70.12,Sold 17 Jun 2024,7 bids,Pre-owned,Auction,United Kingdom
63,Charizard 4/102 base set,£275.00,Sold 16 Jun 2024,16 bids,Pre-owned,Auction,United Kingdom
64,Charizard 4/102 base set,£190.00,Sold 16 Jun 2024,11 bids,New (other),Auction,United Kingdom
65,Charizard 4/102 base set,£147.00,Sold 16 Jun 2024,10 bids,New (other),Auction,United Kingdom
66,Charizard 4/102 base set,£38.00,Sold 15 Jun 2024,8 bids,Pre-owned,Auction,United Kingdom
67,Charizard 4/102 base set,£93.00,Sold 15 Jun 2024,13 bids,Pre-owned,Auction,United Kingdom
68,Charizard 4/102 base set,£410.00,Sold 15 Jun 2024,17 bids,Pre-owned,Auction,United Kingdom
69,Charizard 4/102 base set,£98.78,Sold 13 Jun 2024,1 bid,Pre-owned,Auction,United Kingdom
70,Charizard 4/102 base set,£160.00,Sold 13 Jun 2024,25 bids,Pre-owned,Auction,United Kingdom
71,Charizard 4/102 base set,£86.00,Sold 12 Jun 2024,6 bids,Pre-owned,Auction,United Kingdom
72,Charizard 4/102 base set,£100.00,Sold 12 Jun 2024,7 bids,Pre-owned,Auction,United Kingdom
73,Charizard 4/102 base set,£88.00,Sold 11 Jun 2024,11 bids,Pre-owned,Auction,United Kingdom
74,Charizard 4/102 base set,£200.00,Sold 11 Jun 2024,1 bid,Pre-owned,Auction,United Kingdom
75,Charizard 4/102 base set,£205.00,Sold 10 Jun 2024,23 bids,Pre-owned,Auction,United Kingdom
76,Charizard 4/102 base set,£99.00,Sold 10 Jun 2024,16 bids,Pre-owned,Auction,United Kingdom
77,Charizard 4/102 base set,£300.00,Sold 10 Jun 2024,1 bid,New (other),Auction,United Kingdom
78,Charizard 4/102 base set,£143.00,Sold 9 Jun 2024,10 bids,Pre-owned,Auction,United Kingdom
79,Charizard 4/102 base set,"£1,800.00",Sold 9 Jun 2024,28 bids,Pre-owned,Auction,United Kingdom
80,Charizard 4/102 base set,£909.00,Sold 9 Jun 2024,15 bids,New (other),Auction,United Kingdom
81,Charizard 4/102 base set,£195.00,Sold 9 Jun 2024,1 bid,Pre-owned,Auction,United Kingdom
82,Charizard 4/102 base set,£143.00,Sold 9 Jun 2024,2 bids,Pre-owned,Auction,United Kingdom
83,Charizard 4/102 base set,£136.95,Sold 9 Jun 2024,6 bids,Pre-owned,Auction,United Kingdom
84,Charizard 4/102 base set,£150.00,Sold 9 Jun 2024,2 bids,New (other),Auction,United Kingdom
85,Charizard 4/102 base set,£460.00,Sold 9 Jun 2024,5 bids,New (other),Auction,United Kingdom
86,Charizard 4/102 base set,£130.00,Sold 9 Jun 2024,7 bids,Pre-owned,Auction,United Kingdom
87,Charizard 4/102 base set,£135.00,Sold 8 Jun 2024,5 bids,Pre-owned,Auction,United Kingdom
88,Charizard 4/102 base set,£175.00,Sold 7 Jun 2024,21 bids,New (other),Auction,United Kingdom
89,Charizard 4/102 base set,£56.00,Sold 7 Jun 2024,11 bids,Pre-owned,Auction,United Kingdom
90,Charizard 4/102 base set,£165.00,Sold 6 Jun 2024,10 bids,New (other),Auction,United Kingdom
91,Charizard 4/102 base set,£99.11,Sold 6 Jun 2024,1 bid,New (other),Auction,United Kingdom
92,Charizard 4/102 base set,£153.00,Sold 5 Jun 2024,18 bids,Pre-owned,Auction,United Kingdom
93,Charizard 4/102 base set,£171.00,Sold 5 Jun 2024,39 bids,Pre-owned,Auction,United Kingdom
94,Charizard 4/102 base set,£250.00,Sold 5 Jun 2024,36 bids,Pre-owned,Auction,United Kingdom
95,Charizard 4/102 base set,£144.00,Sold 5 Jun 2024,23 bids,New (other),Auction,United Kingdom
96,Charizard 4/102 base set,£550.00,Sold 3 Jun 2024,11 bids,New (other),Auction,United Kingdom
97,Charizard 4/102 base set,£165.00,Sold 3 Jun 2024,10 bids,Pre-owned,Auction,United Kingdom
98,Charizard 4/102 base set,£200.00,Sold 2 Jun 2024,28 bids,New (other),Auction,United Kingdom
99,Charizard 4/102 base set,£290.00,Sold 2 Jun 2024,29 bids,Pre-owned,Auction,United Kingdom
100,Charizard 4/102 base set,£112.01,Sold 2 Jun 2024,27 bids,New (other),Auction,United Kingdom
101,Charizard 4/102 base set,£350.00,Sold 1 Jun 2024,40 bids,Pre-owned,Auction,United Kingdom
102,Charizard 4/102 base set,£87.00,Sold 31 May 2024,5 bids,Pre-owned,Auction,United Kingdom
103,Charizard 4/102 base set,£200.00,Sold 31 May 2024,49 bids,Pre-owned,Auction,United Kingdom
104,Charizard 4/102 base set,£82.10,Sold 30 May 2024,9 bids,Pre-owned,Auction,United Kingdom
105,Charizard 4/102 base set,£100.00,Sold 29 May 2024,1 bid,Pre-owned,Auction,United Kingdom
106,Charizard 4/102 base set,£150.00,Sold 29 May 2024,30 bids,Pre-owned,Auction,United Kingdom
107,Charizard 4/102 base set,£100.00,Sold 29 May 2024,1 bid,Pre-owned,Auction,United Kingdom
108,Charizard 4/102 base set,£117.00,Sold 27 May 2024,19 bids,New (other),Auction,United Kingdom
109,Charizard 4/102 base set,£195.00,Sold 27 May 2024,17 bids,Pre-owned,Auction,United Kingdom
110,Charizard 4/102 base set,£119.07,Sold 26 May 2024,1 bid,New (other),Auction,United Kingdom
111,Charizard 4/102 base set,£185.00,Sold 26 May 2024,41 bids,Pre-owned,Auction,United Kingdom
112,Charizard 4/102 base set,£144.00,Sold 26 May 2024,9 bids,Pre-owned,Auction,United Kingdom
113,Charizard 4/102 base set,£305.00,Sold 26 May 2024,4 bids,New (other),Auction,United Kingdom
114,Charizard 4/102 base set,£150.00,Sold 26 May 2024,1 bid,Pre-owned,Auction,United Kingdom
115,Charizard 4/102 base set,£305.11,Sold 26 May 2024,21 bids,Pre-owned,Auction,United Kingdom
116,Charizard 4/102 base set,£535.00,Sold 25 May 2024,26 bids,New (other),Auction,United Kingdom
117,Charizard 4/102 base set,£169.00,Sold 25 May 2024,12 bids,New (other),Auction,United Kingdom
118,Charizard 4/102 base set,£96.00,Sold 25 May 2024,15 bids,Pre-owned,Auction,United Kingdom
119,Charizard 4/102 base set,£450.00,Sold 24 May 2024,32 bids,New (other),Auction,United Kingdom
120,Charizard 4/102 base set,£210.00,Sold 23 May 2024,21 bids,Pre-owned,Auction,United Kingdom
121,Charizard 4/102 base set,£122.00,Sold 22 May 2024,27 bids,New (other),Auction,United Kingdom
122,Charizard 4/102 base set,£70.00,Sold 21 May 2024,12 bids,Pre-owned,Auction,United Kingdom
123,Charizard 4/102 base set,£110.00,Sold 21 May 2024,1 bid,Pre-owned,Auction,United Kingdom
124,Charizard 4/102 base set,£550.00,Sold 20 May 2024,30 bids,Pre-owned,Auction,United Kingdom
125,Charizard 4/102 base set,£103.00,Sold 19 May 2024,9 bids,Pre-owned,Auction,United Kingdom
126,Charizard 4/102 base set,£255.00,Sold 19 May 2024,29 bids,Pre-owned,Auction,United Kingdom
127,Charizard 4/102 base set,£32.00,Sold 19 May 2024,4 bids,Pre-owned,Auction,United Kingdom
128,Charizard 4/102 base set,£178.00,Sold 18 May 2024,12 bids,New (other),Auction,United Kingdom
129,Charizard 4/102 base set,£71.00,Sold 18 May 2024,19 bids,Pre-owned,Auction,United Kingdom
130,Charizard 4/102 base set,£69.00,Sold 16 May 2024,3 bids,Pre-owned,Auction,United Kingdom
131,Charizard 4/102 base set,£312.25,Sold 16 May 2024,33 bids,New (other),Auction,United Kingdom
132,Charizard 4/102 base set,£235.00,Sold 16 May 2024,13 bids,Pre-owned,Auction,United Kingdom
133,Charizard 4/102 base set,£140.00,Sold 16 May 2024,1 bid,Pre-owned,Auction,United Kingdom
134,Charizard 4/102 base set,£235.00,Sold 15 May 2024,16 bids,New (other),Auction,United Kingdom
135,Charizard 4/102 base set,£310.00,Sold 15 May 2024,8 bids,New (other),Auction,United Kingdom
136,Charizard 4/102 base set,£102.00,Sold 13 May 2024,16 bids,Pre-owned,Auction,United Kingdom
137,Charizard 4/102 base set,£90.00,Sold 13 May 2024,20 bids,Pre-owned,Auction,United Kingdom
138,Charizard 4/102 base set,£94.00,Sold 12 May 2024,23 bids,Pre-owned,Auction,United Kingdom
139,Charizard 4/102 base set,£51.01,Sold 12 May 2024,7 bids,Pre-owned,Auction,United Kingdom
140,Charizard 4/102 base set,£97.00,Sold 12 May 2024,19 bids,Pre-owned,Auction,United Kingdom
141,Charizard 4/102 base set,£350.00,Sold 12 May 2024,1 bid,New (other),Auction,United Kingdom
142,Charizard 4/102 base set,£720.00,Sold 11 May 2024,27 bids,New (other),Auction,United Kingdom
143,Charizard 4/102 base set,£190.00,Sold 11 May 2024,26 bids,Pre-owned,Auction,United Kingdom
144,Charizard 4/102 base set,£170.00,Sold 11 May 2024,16 bids,Pre-owned,Auction,United Kingdom
145,Charizard 4/102 base set,£525.00,Sold 11 May 2024,1 bid,New (other),Auction,United Kingdom
146,Charizard 4/102 base set,£100.00,Sold 11 May 2024,21 bids,Pre-owned,Auction,United Kingdom
147,Charizard 4/102 base set,"£1,222.00",Sold 11 May 2024,49 bids,New (other),Auction,United Kingdom
148,Charizard 4/102 base set,£510.00,Sold 10 May 2024,30 bids,New (other),Auction,United Kingdom
149,Charizard 4/102 base set,£152.00,Sold 10 May 2024,23 bids,Pre-owned,Auction,United Kingdom
150,Charizard 4/102 base set,£97.70,Sold 10 May 2024,27 bids,Pre-owned,Auction,United Kingdom
151,Charizard 4/102 base set,£59.00,Sold 9 May 2024,6 bids,Pre-owned,Auction,United Kingdom
152,Charizard 4/102 base set,£332.05,Sold 8 May 2024,1 bid,Pre-owned,Auction,United Kingdom
153,Charizard 4/102 base set,£32.00,Sold 8 May 2024,16 bids,Pre-owned,Auction,United Kingdom
154,Charizard 4/102 base set,£100.00,Sold 8 May 2024,2 bids,Pre-owned,Auction,United Kingdom
155,Charizard 4/102 base set,£520.02,Sold 8 May 2024,22 bids,New (other),Auction,United Kingdom
156,Charizard 4/102 base set,£125.00,Sold 7 May 2024,1 bid,Pre-owned,Auction,United Kingdom
157,Charizard 4/102 base set,£121.00,Sold 6 May 2024,1 bid,Pre-owned,Auction,United Kingdom
158,Charizard 4/102 base set,£165.00,Sold 6 May 2024,6 bids,Pre-owned,Auction,United Kingdom
159,Charizard 4/102 base set,£98.00,Sold 6 May 2024,16 bids,Pre-owned,Auction,United Kingdom
160,Charizard 4/102 base set,£155.00,Sold 6 May 2024,3 bids,New (other),Auction,United Kingdom
161,Charizard 4/102 base set,£195.00,Sold 5 May 2024,1 bid,New (other),Auction,United Kingdom
162,Charizard 4/102 base set,£51.00,Sold 5 May 2024,2 bids,Pre-owned,Auction,United Kingdom
163,Charizard 4/102 base set,£47.69,Sold 5 May 2024,7 bids,Pre-owned,Auction,United Kingdom
164,Charizard 4/102 base set,£185.00,Sold 5 May 2024,29 bids,Pre-owned,Auction,United Kingdom
165,Charizard 4/102 base set,£900.00,Sold 5 May 2024,1 bid,New (other),Auction,United Kingdom
166,Charizard 4/102 base set,£155.00,Sold 4 May 2024,22 bids,New (other),Auction,United Kingdom
167,Charizard 4/102 base set,"£5,800.00",Sold 4 May 2024,10 bids,New (other),Auction,United Kingdom
168,Charizard 4/102 base set,"£1,212.00",Sold 4 May 2024,29 bids,New (other),Auction,United Kingdom
169,Charizard 4/102 base set,£80.00,Sold 3 May 2024,1 bid,Pre-owned,Auction,United Kingdom
170,Charizard 4/102 base set,£151.99,Sold 3 May 2024,27 bids,Pre-owned,Auction,United Kingdom
171,Charizard 4/102 base set,£170.00,Sold 2 May 2024,5 bids,New (other),Auction,United Kingdom
172,Charizard 4/102 base set,£139.00,Sold 1 May 2024,25 bids,Pre-owned,Auction,United Kingdom
173,Charizard 4/102 base set,£160.00,Sold 1 May 2024,22 bids,Pre-owned,Auction,United Kingdom
174,Charizard 4/102 base set,£156.00,Sold 1 May 2024,20 bids,Pre-owned,Auction,United Kingdom
175,Charizard 4/102 base set,£182.00,Sold 1 May 2024,13 bids,Pre-owned,Auction,United Kingdom
176,Charizard 4/102 base set,£282.00,Sold 1 May 2024,13 bids,New (other),Auction,United Kingdom
177,Charizard 4/102 base set,£160.00,Sold 1 May 2024,4 bids,Pre-owned,Auction,United Kingdom
178,Charizard 4/102 base set,£132.00,Sold 30 Apr 2024,12 bids,Pre-owned,Auction,United Kingdom
179,Charizard 4/102 base set,£156.00,Sold 29 Apr 2024,30 bids,Pre-owned,Auction,United Kingdom
180,Charizard 4/102 base set,£155.00,Sold 29 Apr 2024,6 bids,Pre-owned,Auction,United Kingdom
181,Charizard 4/102 base set,£210.00,Sold 29 Apr 2024,18 bids,Pre-owned,Auction,United Kingdom
182,Charizard 4/102 base set,"£1,190.00",Sold 28 Apr 2024,64 bids,New (other),Auction,United Kingdom
183,Charizard 4/102 base set,£108.00,Sold 28 Apr 2024,23 bids,Pre-owned,Auction,United Kingdom
184,Charizard 4/102 base set,£109.00,Sold 28 Apr 2024,36 bids,Pre-owned,Auction,United Kingdom
185,Charizard 4/102 base set,£205.00,Sold 28 Apr 2024,19 bids,Pre-owned,Auction,United Kingdom
186,Charizard 4/102 base set,£365.00,Sold 27 Apr 2024,44 bids,New (other),Auction,United Kingdom
187,Charizard 4/102 base set,£32.20,Sold 27 Apr 2024,1 bid,Pre-owned,Auction,United Kingdom
188,Charizard 4/102 base set,£205.00,Sold 27 Apr 2024,19 bids,New (other),Auction,United Kingdom
189,Charizard 4/102 base set,£32.20,Sold 27 Apr 2024,1 bid,Pre-owned,Auction,United Kingdom
190,Charizard 4/102 base set,£231.00,Sold 27 Apr 2024,19 bids,Pre-owned,Auction,United Kingdom
191,Charizard 4/102 base set,£56.14,Sold 27 Apr 2024,9 bids,Pre-owned,Auction,United Kingdom
192,Charizard 4/102 base set,£130.00,Sold 26 Apr 2024,9 bids,Pre-owned,Auction,United Kingdom
193,Charizard 4/102 base set,£95.00,Sold 24 Apr 2024,1 bid,Pre-owned,Auction,United Kingdom
194,Charizard 4/102 base set,£80.00,Sold 24 Apr 2024,1 bid,Pre-owned,Auction,United Kingdom
195,Charizard 4/102 base set,£92.00,Sold 23 Apr 2024,2 bids,Pre-owned,Auction,United Kingdom
196,Charizard 4/102 base set,£400.00,Sold 22 Apr 2024,1 bid,New (other),Auction,United Kingdom
197,Charizard 4/102 base set,£150.50,Sold 22 Apr 2024,2 bids,Pre-owned,Auction,United Kingdom
198,Charizard 4/102 base set,£122.00,Sold 22 Apr 2024,16 bids,Pre-owned,Auction,United Kingdom
199,Charizard 4/102 base set,£95.00,Sold 22 Apr 2024,1 bid,Pre-owned,Auction,United Kingdom
200,Charizard 4/102 base set,£320.00,Sold 22 Apr 2024,21 bids,Pre-owned,Auction,United Kingdom
201,Charizard 4/102 base set,£241.00,Sold 22 Apr 2024,11 bids,New (other),Auction,United Kingdom
202,Charizard 4/102 base set,£148.00,Sold 21 Apr 2024,12 bids,Pre-owned,Auction,United Kingdom
203,Charizard 4/102 base set,£120.58,Sold 21 Apr 2024,18 bids,Pre-owned,Auction,United Kingdom
204,Charizard 4/102 base set,£160.00,Sold 21 Apr 2024,29 bids,Pre-owned,Auction,United Kingdom
205,Charizard 4/102 base set,£151.01,Sold 21 Apr 2024,18 bids,New (other),Auction,United Kingdom
206,Charizard 4/102 base set,£142.51,Sold 21 Apr 2024,16 bids,New (other),Auction,United Kingdom
207,Charizard 4/102 base set,£31.99,Sold 20 Apr 2024,1 bid,Pre-owned,Auction,United Kingdom
208,Charizard 4/102 base set,£71.00,Sold 20 Apr 2024,8 bids,Pre-owned,Auction,United Kingdom
209,Charizard 4/102 base set,£155.00,Sold 20 Apr 2024,8 bids,New (other),Auction,United Kingdom
210,Charizard 4/102 base set,£195.00,Sold 20 Apr 2024,41 bids,Pre-owned,Auction,United Kingdom
211,Charizard 4/102 base set,£127.00,Sold 20 Apr 2024,19 bids,Pre-owned,Auction,United Kingdom
212,Charizard 4/102 base set,"£1,240.00",Sold 20 Apr 2024,45 bids,New (other),Auction,United Kingdom
213,Charizard 4/102 base set,£104.00,Sold 19 Apr 2024,12 bids,Pre-owned,Auction,United Kingdom
214,Charizard 4/102 base set,£117.00,Sold 18 Apr 2024,16 bids,New (other),Auction,United Kingdom
215,Charizard 4/102 base set,£490.00,Sold 17 Apr 2024,9 bids,Pre-owned,Auction,United Kingdom
216,Charizard 4/102 base set,£40.25,Sold 16 Apr 2024,8 bids,Pre-owned,Auction,United Kingdom
217,Charizard 4/102 base set,£31.95,Sold 16 Apr 2024,1 bid,Pre-owned,Auction,United Kingdom
218,Charizard 4/102 base set,£280.00,Sold 15 Apr 2024,1 bid,Pre-owned,Auction,United Kingdom
219,Charizard 4/102 base set,£500.00,Sold 15 Apr 2024,13 bids,Pre-owned,Auction,United Kingdom
220,Charizard 4/102 base set,£55.00,Sold 15 Apr 2024,22 bids,Pre-owned,Auction,United Kingdom
221,Charizard 4/102 base set,£147.00,Sold 15 Apr 2024,18 bids,New (other),Auction,United Kingdom
222,Charizard 4/102 base set,£181.00,Sold 15 Apr 2024,4 bids,Pre-owned,Auction,United Kingdom
223,Charizard 4/102 base set,£99.95,Sold 14 Apr 2024,1 bid,New (other),Auction,United Kingdom
224,Charizard 4/102 base set,£185.00,Sold 14 Apr 2024,11 bids,New (other),Auction,United Kingdom
225,Charizard 4/102 base set,£520.00,Sold 14 Apr 2024,32 bids,New (other),Auction,United Kingdom
226,Charizard 4/102 base set,£770.00,Sold 14 Apr 2024,30 bids,Pre-owned,Auction,United Kingdom
227,Charizard 4/102 base set,£46.00,Sold 14 Apr 2024,6 bids,Pre-owned,Auction,United Kingdom
228,Charizard 4/102 base set,£90.00,Sold 14 Apr 2024,24 bids,Pre-owned,Auction,United Kingdom
229,Charizard 4/102 base set,"£2,189.00",Sold 14 Apr 2024,2 bids,New (other),Auction,United Kingdom
230,Charizard 4/102 base set,£115.00,Sold 13 Apr 2024,26 bids,Pre-owned,Auction,United Kingdom
231,Charizard 4/102 base set,£900.00,Sold 13 Apr 2024,1 bid,New (other),Auction,United Kingdom
232,Charizard 4/102 base set,£70.00,Sold 13 Apr 2024,8 bids,Pre-owned,Auction,United Kingdom
233,Charizard 4/102 base set,£123.50,Sold 13 Apr 2024,11 bids,Pre-owned,Auction,United Kingdom
234,Charizard 4/102 base set,£188.00,Sold 13 Apr 2024,21 bids,Pre-owned,Auction,United Kingdom
235,Charizard 4/102 base set,£144.56,Sold 12 Apr 2024,3 bids,Pre-owned,Auction,United Kingdom
236,Charizard 4/102 base set,£102.00,Sold 12 Apr 2024,2 bids,Pre-owned,Auction,United Kingdom
237,Charizard 4/102 base set,£299.99,Sold 12 Apr 2024,1 bid,Pre-owned,Auction,United Kingdom
238,Charizard 4/102 base set,£79.00,Sold 11 Apr 2024,9 bids,Pre-owned,Auction,United Kingdom
239,Charizard 4/102 base set,£120.68,Sold 8 Jul 2024,16 bids,New (other),Auction,European Union
240,Charizard 4/102 base set,£122.71,Sold 3 Jul 2024,21 bids,Pre-owned,Auction,European Union
241,Charizard 4/102 base set,£166.48,Sold 3 Jul 2024,30 bids,New (other),Auction,European Union
242,Charizard 4/102 base set,£411.56,Sold 30 Jun 2024,78 bids,New (other),Auction,European Union
243,Charizard 4/102 base set,£189.30,Sold 27 Jun 2024,44 bids,Pre-owned,Auction,European Union
244,Charizard 4/102 base set,£45.13,Sold 25 Jun 2024,12 bids,Pre-owned,Auction,European Union
245,Charizard 4/102 base set,£174.94,Sold 24 Jun 2024,8 bids,Pre-owned,Auction,European Union
246,Charizard 4/102 base set,£121.69,Sold 21 Jun 2024,26 bids,New (other),Auction,European Union
247,Charizard 4/102 base set,£170.71,Sold 19 Jun 2024,40 bids,New (other),Auction,European Union
248,Charizard 4/102 base set,£152.96,Sold 17 Jun 2024,27 bids,Pre-owned,Auction,European Union
249,Charizard 4/102 base set,£229.02,Sold 16 Jun 2024,29 bids,Pre-owned,Auction,European Union
250,Charizard 4/102 base set,£280.57,Sold 16 Jun 2024,70 bids,Pre-owned,Auction,European Union
251,Charizard 4/102 base set,£574.67,Sold 16 Jun 2024,62 bids,Pre-owned,Auction,European Union
252,Charizard 4/102 base set,£80.12,Sold 16 Jun 2024,4 bids,Pre-owned,Auction,European Union
253,Charizard 4/102 base set,£121.69,Sold 13 Jun 2024,2 bids,Pre-owned,Auction,European Union
254,Charizard 4/102 base set,£117.65,Sold 11 Jun 2024,16 bids,Pre-owned,Auction,European Union
255,Charizard 4/102 base set,£110.54,Sold 10 Jun 2024,13 bids,Pre-owned,Auction,European Union
256,Charizard 4/102 base set,£676.08,Sold 10 Jun 2024,1 bid,New (other),Auction,European Union
257,Charizard 4/102 base set,£306.77,Sold 9 Jun 2024,16 bids,New (other),Auction,European Union
258,Charizard 4/102 base set,£141.98,Sold 8 Jun 2024,1 bid,Pre-owned,Auction,European Union
259,Charizard 4/102 base set,£147.05,Sold 6 Jun 2024,31 bids,Pre-owned,Auction,European Union
260,Charizard 4/102 base set,£511.28,Sold 2 Jun 2024,95 bids,Pre-owned,Auction,European Union
261,Charizard 4/102 base set,£30.83,Sold 2 Jun 2024,24 bids,Pre-owned,Auction,European Union
