,Name,Price,Date,Bids,Condition,Type,Location
999,Charizard 4/102 base set,£350.00,Sold 3 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1000,Charizard 4/102 base set,£219.95,Sold 3 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1001,Charizard 4/102 base set,£149.99,Sold 2 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1002,Charizard 4/102 base set,£149.99,Sold 2 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1003,Charizard 4/102 base set,£430.00,Sold 31 May 2024,N/A,New (other),Buy it now,United Kingdom
1004,Charizard 4/102 base set,£400.00,Sold 30 May 2024,N/A,New (other),Buy it now,United Kingdom
1005,Charizard 4/102 base set,£164.99,Sold 30 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1006,Charizard 4/102 base set,£150.00,Sold 29 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1007,Charizard 4/102 base set,£169.95,Sold 23 May 2024,N/A,New (other),Buy it now,United Kingdom
1008,Charizard 4/102 base set,£520.00,Sold 29 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1009,Charizard 4/102 base set,£100.00,Sold 28 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1010,Charizard 4/102 base set,£449.99,Sold 28 May 2024,N/A,New (other),Buy it now,United Kingdom
1011,Charizard 4/102 base set,£250.00,Sold 28 May 2024,N/A,New (other),Buy it now,United Kingdom
1012,Charizard 4/102 base set,£200.00,Sold 28 May 2024,N/A,New (other),Buy it now,United Kingdom
1013,Charizard 4/102 base set,£249.95,Sold 27 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1014,Charizard 4/102 base set,£200.00,Sold 26 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1015,Charizard 4/102 base set,£150.00,Sold 26 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1016,Charizard 4/102 base set,£430.44,Sold 26 May 2024,N/A,New (other),Buy it now,United Kingdom
1017,Charizard 4/102 base set,£135.00,Sold 25 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1018,Charizard 4/102 base set,£146.31,Sold 24 May 2024,N/A,New (other),Buy it now,United Kingdom
1019,Charizard 4/102 base set,£235.00,Sold 24 May 2024,N/A,New (other),Buy it now,United Kingdom
1020,Charizard 4/102 base set,£639.99,Sold 24 May 2024,N/A,New (other),Buy it now,United Kingdom
1021,Charizard 4/102 base set,£325.00,Sold 24 May 2024,N/A,New (other),Buy it now,United Kingdom
1022,Charizard 4/102 base set,£160.00,Sold 23 May 2024,N/A,New (other),Buy it now,United Kingdom
1023,Charizard 4/102 base set,£2.95,Sold 23 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1024,Charizard 4/102 base set,£97.95,Sold 23 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1025,Charizard 4/102 base set,£275.00,Sold 23 May 2024,N/A,New (other),Buy it now,United Kingdom
1026,Charizard 4/102 base set,£200.00,Sold 22 May 2024,N/A,New (other),Buy it now,United Kingdom
1027,Charizard 4/102 base set,£99.00,Sold 22 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1028,Charizard 4/102 base set,£130.00,Sold 22 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1029,Charizard 4/102 base set,£190.00,Sold 21 May 2024,N/A,New (other),Buy it now,United Kingdom
1030,Charizard 4/102 base set,£450.00,Sold 21 May 2024,N/A,New (other),Buy it now,United Kingdom
1031,Charizard 4/102 base set,£350.00,Sold 21 May 2024,N/A,New (other),Buy it now,United Kingdom
1032,Charizard 4/102 base set,£130.00,Sold 21 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1033,Charizard 4/102 base set,"£1,250.00",Sold 20 May 2024,N/A,New (other),Buy it now,United Kingdom
1034,Charizard 4/102 base set,£119.14,Sold 20 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1035,Charizard 4/102 base set,£349.00,Sold 20 May 2024,N/A,New (other),Buy it now,United Kingdom
1036,Charizard 4/102 base set,£265.00,Sold 19 May 2024,N/A,New (other),Buy it now,United Kingdom
1037,Charizard 4/102 base set,£579.00,Sold 18 May 2024,N/A,New (other),Buy it now,United Kingdom
1038,Charizard 4/102 base set,"£2,500.00",Sold 18 May 2024,N/A,New (other),Buy it now,United Kingdom
1039,Charizard 4/102 base set,£109.99,Sold 18 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1040,Charizard 4/102 base set,£150.00,Sold 17 May 2024,N/A,New (other),Buy it now,United Kingdom
1041,Charizard 4/102 base set,£150.00,Sold 17 May 2024,N/A,New (other),Buy it now,United Kingdom
1042,Charizard 4/102 base set,£345.00,Sold 15 May 2024,N/A,New (other),Buy it now,United Kingdom
1043,Charizard 4/102 base set,£249.99,Sold 15 May 2024,N/A,New (other),Buy it now,United Kingdom
1044,Charizard 4/102 base set,£34.99,Sold 15 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1045,Charizard 4/102 base set,£155.00,Sold 15 May 2024,N/A,New (other),Buy it now,United Kingdom
1046,Charizard 4/102 base set,£220.00,Sold 15 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1047,Charizard 4/102 base set,£139.99,Sold 14 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1048,Charizard 4/102 base set,£389.99,Sold 14 May 2024,N/A,New (other),Buy it now,United Kingdom
1049,Charizard 4/102 base set,£80.00,Sold 12 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1050,Charizard 4/102 base set,£75.00,Sold 12 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1051,Charizard 4/102 base set,£249.95,Sold 12 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1052,Charizard 4/102 base set,£500.00,Sold 12 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1053,Charizard 4/102 base set,£130.00,Sold 12 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1054,Charizard 4/102 base set,£100.00,Sold 12 May 2024,N/A,New (other),Buy it now,United Kingdom
1055,Charizard 4/102 base set,"£3,400.00",Sold 12 May 2024,N/A,New (other),Buy it now,United Kingdom
1056,Charizard 4/102 base set,£75.00,Sold 12 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1057,Charizard 4/102 base set,£97.00,Sold 12 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1058,Charizard 4/102 base set,£123.04,Sold 10 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1059,Charizard 4/102 base set,£2.95,Sold 9 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1060,Charizard 4/102 base set,£175.00,Sold 9 May 2024,N/A,New (other),Buy it now,United Kingdom
1061,Charizard 4/102 base set,£579.99,Sold 9 May 2024,N/A,New (other),Buy it now,United Kingdom
1062,Charizard 4/102 base set,£85.00,Sold 8 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1063,Charizard 4/102 base set,£69.95,Sold 8 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1064,Charizard 4/102 base set,£210.00,Sold 8 May 2024,N/A,New (other),Buy it now,United Kingdom
1065,Charizard 4/102 base set,£350.00,Sold 8 May 2024,N/A,New (other),Buy it now,United Kingdom
1066,Charizard 4/102 base set,£450.00,Sold 7 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1067,Charizard 4/102 base set,£449.00,Sold 6 May 2024,N/A,New (other),Buy it now,United Kingdom
1068,Charizard 4/102 base set,£118.61,Sold 6 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1069,Charizard 4/102 base set,£500.00,Sold 6 May 2024,N/A,New (other),Buy it now,United Kingdom
1070,Charizard 4/102 base set,£350.00,Sold 6 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1071,Charizard 4/102 base set,£650.00,Sold 5 May 2024,N/A,New (other),Buy it now,United Kingdom
1072,Charizard 4/102 base set,£15.00,Sold 5 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1073,Charizard 4/102 base set,£229.95,Sold 5 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1074,Charizard 4/102 base set,£79.99,Sold 4 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1075,Charizard 4/102 base set,£160.00,Sold 3 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1076,Charizard 4/102 base set,£200.00,Sold 3 May 2024,N/A,New (other),Buy it now,United Kingdom
1077,Charizard 4/102 base set,£15.00,Sold 3 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1078,Charizard 4/102 base set,£80.00,Sold 2 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1079,Charizard 4/102 base set,£200.00,Sold 2 May 2024,N/A,New (other),Buy it now,United Kingdom
1080,Charizard 4/102 base set,£179.95,Sold 2 May 2024,N/A,New (other),Buy it now,United Kingdom
1081,Charizard 4/102 base set,£174.99,Sold 2 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1082,Charizard 4/102 base set,£650.00,Sold 2 May 2024,N/A,New (other),Buy it now,United Kingdom
1083,Charizard 4/102 base set,"£4,800.00",Sold 1 May 2024,N/A,New (other),Buy it now,United Kingdom
1084,Charizard 4/102 base set,£190.00,Sold 1 May 2024,N/A,New (other),Buy it now,United Kingdom
1085,Charizard 4/102 base set,£175.00,Sold 1 May 2024,N/A,New (other),Buy it now,United Kingdom
1086,Charizard 4/102 base set,£385.00,Sold 1 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1087,Charizard 4/102 base set,£149.99,Sold 1 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1088,Charizard 4/102 base set,£99.99,Sold 1 May 2024,N/A,Pre-owned,Buy it now,United Kingdom
1089,Charizard 4/102 base set,£15.00,Sold 30 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1090,Charizard 4/102 base set,£150.00,Sold 30 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1091,Charizard 4/102 base set,£899.00,Sold 30 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1092,Charizard 4/102 base set,£50.00,Sold 30 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1093,Charizard 4/102 base set,£160.00,Sold 30 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1094,Charizard 4/102 base set,£320.00,Sold 30 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1095,Charizard 4/102 base set,£3.50,Sold 29 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1096,Charizard 4/102 base set,£325.00,Sold 30 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1097,Charizard 4/102 base set,£15.00,Sold 30 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1098,Charizard 4/102 base set,£199.00,Sold 30 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1099,Charizard 4/102 base set,£250.00,Sold 30 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1100,Charizard 4/102 base set,£250.00,Sold 29 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1101,Charizard 4/102 base set,£230.00,Sold 29 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1102,Charizard 4/102 base set,£20.00,Sold 29 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1103,Charizard 4/102 base set,£335.00,Sold 29 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1104,Charizard 4/102 base set,£190.00,Sold 29 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1105,Charizard 4/102 base set,£160.00,Sold 28 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1106,Charizard 4/102 base set,£240.00,Sold 28 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1107,Charizard 4/102 base set,£99.99,Sold 28 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1108,Charizard 4/102 base set,£240.00,Sold 28 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1109,Charizard 4/102 base set,£99.99,Sold 28 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1110,Charizard 4/102 base set,£159.95,Sold 26 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1111,Charizard 4/102 base set,£65.00,Sold 26 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1112,Charizard 4/102 base set,£219.99,Sold 26 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1113,Charizard 4/102 base set,£250.00,Sold 25 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1114,Charizard 4/102 base set,£740.00,Sold 25 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1115,Charizard 4/102 base set,£135.99,Sold 25 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1116,Charizard 4/102 base set,"£1,099.99",Sold 25 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1117,Charizard 4/102 base set,£79.95,Sold 25 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1118,Charizard 4/102 base set,£174.99,Sold 25 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1119,Charizard 4/102 base set,£249.99,Sold 24 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1120,Charizard 4/102 base set,£300.00,Sold 24 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1121,Charizard 4/102 base set,£175.00,Sold 24 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1122,Charizard 4/102 base set,£185.00,Sold 24 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1123,Charizard 4/102 base set,£154.99,Sold 23 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1124,Charizard 4/102 base set,£135.00,Sold 23 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1125,Charizard 4/102 base set,£150.00,Sold 22 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1126,Charizard 4/102 base set,£155.00,Sold 22 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1127,Charizard 4/102 base set,£129.00,Sold 22 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1128,Charizard 4/102 base set,£125.99,Sold 21 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1129,Charizard 4/102 base set,£13.99,Sold 21 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1130,Charizard 4/102 base set,£170.00,Sold 21 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1131,Charizard 4/102 base set,£129.99,Sold 21 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1132,Charizard 4/102 base set,£119.99,Sold 21 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1133,Charizard 4/102 base set,£120.00,Sold 20 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1134,Charizard 4/102 base set,"£1,084.99",Sold 19 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1135,Charizard 4/102 base set,£180.00,Sold 18 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1136,Charizard 4/102 base set,£327.99,Sold 18 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1137,Charizard 4/102 base set,£850.00,Sold 17 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1138,Charizard 4/102 base set,£130.00,Sold 17 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1139,Charizard 4/102 base set,£174.95,Sold 17 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1140,Charizard 4/102 base set,£350.00,Sold 17 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1141,Charizard 4/102 base set,£140.00,Sold 16 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1142,Charizard 4/102 base set,£465.00,Sold 15 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1143,Charizard 4/102 base set,£174.95,Sold 15 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1144,Charizard 4/102 base set,£118.85,Sold 15 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1145,Charizard 4/102 base set,£170.00,Sold 15 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1146,Charizard 4/102 base set,£260.00,Sold 14 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1147,Charizard 4/102 base set,"£1,449.95",Sold 14 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1148,Charizard 4/102 base set,£140.00,Sold 14 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1149,Charizard 4/102 base set,£525.00,Sold 13 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1150,Charizard 4/102 base set,"£5,499.00",Sold 12 Apr 2024,N/A,New (other),Buy it now,United Kingdom
1151,Charizard 4/102 base set,"£1,004.82",Sold 10 Jul 2024,N/A,New (other),Buy it now,European Union
1152,Charizard 4/102 base set,£676.08,Sold 9 Jul 2024,N/A,New (other),Buy it now,European Union
1153,Charizard 4/102 base set,"£1,478.08",Sold 7 Jul 2024,N/A,New (other),Buy it now,European Union
1154,Charizard 4/102 base set,£120.68,Sold 1 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1155,Charizard 4/102 base set,£548.47,Sold 29 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1156,Charizard 4/102 base set,"£1,097.78",Sold 28 Jun 2024,N/A,New (other),Buy it now,European Union
1157,Charizard 4/102 base set,£112.51,Sold 28 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1158,Charizard 4/102 base set,"£3,379.97",Sold 27 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1159,Charizard 4/102 base set,£185.08,Sold 27 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1160,Charizard 4/102 base set,£151.27,Sold 26 Jun 2024,N/A,New (other),Buy it now,European Union
1161,Charizard 4/102 base set,"£1,140.88",Sold 23 Jun 2024,N/A,New (other),Buy it now,European Union
1162,Charizard 4/102 base set,"£12,676.49",Sold 22 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1163,Charizard 4/102 base set,£190.14,Sold 22 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1164,Charizard 4/102 base set,£321.14,Sold 19 Jun 2024,N/A,New (other),Buy it now,European Union
1165,Charizard 4/102 base set,£295.78,Sold 18 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1166,Charizard 4/102 base set,£287.33,Sold 14 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1167,Charizard 4/102 base set,£312.68,Sold 13 Jun 2024,N/A,New (other),Buy it now,European Union
1168,Charizard 4/102 base set,£121.69,Sold 12 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1169,Charizard 4/102 base set,£232.40,Sold 10 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1170,Charizard 4/102 base set,£152.12,Sold 8 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1171,Charizard 4/102 base set,£142.82,Sold 6 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1172,Charizard 4/102 base set,£253.52,Sold 3 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1173,Charizard 4/102 base set,£321.13,Sold 1 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1174,Charizard 4/102 base set,£91.17,Sold 28 May 2024,N/A,Pre-owned,Buy it now,European Union
1175,Charizard 4/102 base set,£359.17,Sold 19 May 2024,N/A,Pre-owned,Buy it now,European Union
1176,Charizard 4/102 base set,£253.52,Sold 18 May 2024,N/A,New (other),Buy it now,European Union
1177,Charizard 4/102 base set,£266.39,Sold 18 May 2024,N/A,Pre-owned,Buy it now,European Union
1178,Charizard 4/102 base set,£859.48,Sold 14 May 2024,N/A,New (other),Buy it now,European Union
1179,Charizard 4/102 base set,£844.25,Sold 13 May 2024,N/A,New (other),Buy it now,European Union
1180,Charizard 4/102 base set,£135.22,Sold 4 May 2024,N/A,Pre-owned,Buy it now,European Union
1181,Charizard 4/102 base set,£245.08,Sold 2 May 2024,N/A,New (other),Buy it now,European Union
1182,Charizard 4/102 base set,"£1,689.35",Sold 2 May 2024,N/A,New (other),Buy it now,European Union
1183,Charizard 4/102 base set,"£3,042.36",Sold 29 Apr 2024,N/A,New (other),Buy it now,European Union
1184,Charizard 4/102 base set,£456.35,Sold 27 Apr 2024,N/A,New (other),Buy it now,European Union
1185,Charizard 4/102 base set,£245.08,Sold 27 Apr 2024,N/A,Pre-owned,Buy it now,European Union
1186,Charizard 4/102 base set,£101.41,Sold 21 Apr 2024,N/A,Pre-owned,Buy it now,European Union
1187,Charizard 4/102 base set,£245.08,Sold 19 Apr 2024,N/A,Pre-owned,Buy it now,European Union
1188,Charizard 4/102 base set,£802.00,Sold 17 Apr 2024,N/A,New (other),Buy it now,European Union
1189,Charizard 4/102 base set,£141.97,Sold 17 Apr 2024,N/A,New (other),Buy it now,European Union
1190,Charizard 4/102 base set,£823.97,Sold 16 Apr 2024,N/A,New (other),Buy it now,European Union
1191,Charizard 4/102 base set,£887.35,Sold 15 Apr 2024,N/A,New (other),Buy it now,European Union
1192,Charizard 4/102 base set,£16.31,Sold 11 Apr 2024,N/A,Pre-owned,Buy it now,European Union
1193,Charizard 4/102 base set,£141.98,Sold 13 Apr 2024,N/A,Pre-owned,Buy it now,European Union
1194,Charizard 4/102 base set,"£1,250.15",Sold 12 Apr 2024,N/A,New (other),Buy it now,European Union
1195,Charizard 4/102 base set,£245.08,Sold 8 Jul 2024,N/A,New (other),Buy it now,European Union
1196,Charizard 4/102 base set,£507.06,Sold 5 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1197,Charizard 4/102 base set,£2.04,Sold 4 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1198,Charizard 4/102 base set,"£845,099.04",Sold 12 Jun 2024,N/A,New (other),Buy it now,European Union
1199,Charizard 4/102 base set,£141.97,Sold 13 May 2024,N/A,Pre-owned,Buy it now,European Union
1200,Charizard 4/102 base set,£1.52,Sold 25 May 2024,N/A,Pre-owned,Buy it now,European Union
1201,Charizard 4/102 base set,£143.62,Sold 13 May 2024,N/A,Pre-owned,Buy it now,European Union
1202,Charizard 4/102 base set,£211.27,Sold 22 Jun 2024,N/A,New (other),Buy it now,European Union
1203,Charizard 4/102 base set,£40.55,Sold 30 Apr 2024,N/A,New (other),Buy it now,European Union
1204,Charizard 4/102 base set,£86.19,Sold 30 Jun 2024,N/A,New (other),Buy it now,European Union
1205,Charizard 4/102 base set,£60.84,Sold 3 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1206,Charizard 4/102 base set,£9.03,Sold 5 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1207,Charizard 4/102 base set,£60.84,Sold 20 May 2024,N/A,New (other),Buy it now,European Union
1208,Charizard 4/102 base set,£142.82,Sold 4 May 2024,N/A,New (other),Buy it now,European Union
1209,Charizard 4/102 base set,£19.27,Sold 15 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1210,Charizard 4/102 base set,£252.68,Sold 28 Jun 2024,N/A,New (other),Buy it now,European Union
1211,Charizard 4/102 base set,£3.96,Sold 7 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1212,Charizard 4/102 base set,£101.41,Sold 12 May 2024,N/A,Pre-owned,Buy it now,European Union
1213,Charizard 4/102 base set,£55.77,Sold 27 Apr 2024,N/A,New (other),Buy it now,European Union
1214,Charizard 4/102 base set,£143.58,Sold 6 May 2024,N/A,New (other),Buy it now,European Union
1215,Charizard 4/102 base set,"£1,055.53",Sold 28 Jun 2024,N/A,New (other),Buy it now,European Union
1216,Charizard 4/102 base set,£9.03,Sold 2 May 2024,N/A,Pre-owned,Buy it now,European Union
1217,Charizard 4/102 base set,£70.98,Sold 16 Apr 2024,N/A,New (other),Buy it now,European Union
1218,Charizard 4/102 base set,£110.54,Sold 25 Jun 2024,N/A,New (other),Buy it now,European Union
1219,Charizard 4/102 base set,"£16,901.14",Sold 30 Jun 2024,N/A,New (other),Buy it now,European Union
1220,Charizard 4/102 base set,£116.62,Sold 1 May 2024,N/A,New (other),Buy it now,European Union
1221,Charizard 4/102 base set,£168.17,Sold 7 Jul 2024,N/A,New (other),Buy it now,European Union
1222,Charizard 4/102 base set,£111.45,Sold 9 May 2024,N/A,Pre-owned,Buy it now,European Union
1223,Charizard 4/102 base set,£6.08,Sold 3 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1224,Charizard 4/102 base set,£130.82,Sold 20 May 2024,N/A,New (other),Buy it now,European Union
1225,Charizard 4/102 base set,£152.12,Sold 10 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1226,Charizard 4/102 base set,£421.70,Sold 9 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1227,Charizard 4/102 base set,"£1,436.67",Sold 25 May 2024,N/A,New (other),Buy it now,European Union
1228,Charizard 4/102 base set,£388.66,Sold 2 May 2024,N/A,New (other),Buy it now,European Union
1229,Charizard 4/102 base set,£17.24,Sold 3 May 2024,N/A,Pre-owned,Buy it now,European Union
1230,Charizard 4/102 base set,"£1,056.37",Sold 22 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1231,Charizard 4/102 base set,£151.27,Sold 26 Apr 2024,N/A,New (other),Buy it now,European Union
1232,Charizard 4/102 base set,£211.19,Sold 15 Apr 2024,N/A,New (other),Buy it now,European Union
1233,Charizard 4/102 base set,£121.69,Sold 3 May 2024,N/A,New (other),Buy it now,European Union
1234,Charizard 4/102 base set,£151.27,Sold 16 Apr 2024,N/A,New (other),Buy it now,European Union
1235,Charizard 4/102 base set,£274.59,Sold 4 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1236,Charizard 4/102 base set,£185.08,Sold 29 Jun 2024,N/A,New (other),Buy it now,European Union
1237,Charizard 4/102 base set,£5.98,Sold 2 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1238,Charizard 4/102 base set,£515.69,Sold 10 Jul 2024,N/A,New (other),Buy it now,European Union
1239,Charizard 4/102 base set,£187.52,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1240,Charizard 4/102 base set,£173.46,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1241,Charizard 4/102 base set,£515.69,Sold 3 Jul 2024,N/A,New (other),Buy it now,European Union
1242,Charizard 4/102 base set,£196.89,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1243,Charizard 4/102 base set,£154.71,Sold 10 Jul 2024,N/A,New (other),Buy it now,European Union
1244,Charizard 4/102 base set,£464.12,Sold 10 Jul 2024,N/A,New (other),Buy it now,European Union
1245,Charizard 4/102 base set,£159.38,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1246,Charizard 4/102 base set,£4.67,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1247,Charizard 4/102 base set,£375.00,Sold 10 Jul 2024,N/A,New (other),Buy it now,European Union
1248,Charizard 4/102 base set,£149.99,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1249,Charizard 4/102 base set,£1.83,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1250,Charizard 4/102 base set,£121.84,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1251,Charizard 4/102 base set,£295.95,Sold 10 Jul 2024,N/A,New (other),Buy it now,European Union
1252,Charizard 4/102 base set,£234.40,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1253,Charizard 4/102 base set,£1.76,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1254,Charizard 4/102 base set,"£2,333.60",Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1255,Charizard 4/102 base set,£157.78,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1256,Charizard 4/102 base set,£349.95,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1257,Charizard 4/102 base set,£609.45,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1258,Charizard 4/102 base set,£234.40,Sold 10 Jul 2024,N/A,New (other),Buy it now,European Union
